Date,Title,Location,Time,Description,Category,Audience
"Friday July 17, 2026",New Tech Fridays for Teens,ENTERPRISE LIBRARY,11:30am - 1:00pm,"Teens ages 12-17, stop by the Creation Lab to gain a better understanding of how to use one of the pieces of technology it has to offer. It will vary week to week.","Arts, Crafts & Hobbies • Computers & Technology • STEAM",Teens Page 105 of 193 --footer-line
"Friday July 17, 2026",Heavy Metal Yoga,WINDMILL LIBRARY,12:00pm - 1:00pm,"Unleash your inner head-banger while finding your mantra in the mindful mosh pit. This introductory, beginner-friendly yoga class is ideal for Heavy Metal music lovers.",Health & Wellness,"Teens, Seniors, Adults"
"Friday July 17, 2026",Magical Mindset with Miss Fairy G,WHITNEY LIBRARY,12:00pm - 1:00pm,Miss Fairy G is a magician who stresses the importance of maintaining a Growth Mindset with magic and fun!,Entertainment & Theater,"Tweens, Toddlers, Preschoolers, Kids"
"Friday July 17, 2026",Teen Zone,SPRING VALLEY LIBRARY,12:00pm - 5:00pm,"Teens ages 12-17 or grades 6-12 are invited to play games, watch movies, or be creative while hanging out with friends.","Arts, Crafts & Hobbies • Games","Tweens, Teens"
"Friday July 17, 2026",Meet Up and Eat Up,CLARK COUNTY LIBRARY,12:00pm - 2:00pm,Join Clark County Library Library in the children's area for free meals for children ages 2-18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies"
"Friday July 17, 2026",Meet Up and Eat Up,RAINBOW LIBRARY,12:00pm - 2:00pm,Join Rainbow Library in the children's area for free meals for children under the age of 18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies"
"Friday July 17, 2026",Book Sale,BLUE DIAMOND LIBRARY,12:00pm - 1:30pm,Shop our annual Library District Foundation Summer Challenge Book Sale to enjoy unbeatable deals! All items in the bookstore are $.25.,Community Events,"Tweens, Toddlers, Teens, Seniors, Preschoolers, Kids, Babies, Adults"
"Friday July 17, 2026",Drop in STEAM,BLUE DIAMOND LIBRARY,12:00pm - 1:30pm,Do you love slime? Come by the library learn about this simple recipe to make the perfect slime.,STEAM,"Tweens, Teens, Seniors, Kids, Adults"
"Friday July 17, 2026",Take and Make,BLUE DIAMOND LIBRARY,12:00pm - 1:30pm,"Need something to do this summer? Come pick up this kit which includes hiking and walking best practices, spending time outside, places to visit, types of flora and fauna outside, and more!",Education & Literacy • Environment & Nature • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Adults"
"Friday July 17, 2026",Meet Up and Eat Up,SPRING VALLEY LIBRARY,12:30pm - 2:30pm,Join Spring Valley Library in the children's area for free meals for children ages 3-18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids"
"Friday July 17, 2026",Linux Basics with MetalMan,CLARK COUNTY LIBRARY,1:00pm - 3:00pm,"Have an old, slow computer? Bring it back to life with Linux. Or free yourself from Microsoft and Apple by learning the basics of installing and using Linux.",Computers & Technology,"Seniors, Adults Page 106 of 193 --footer-line REGISTERED EVENT"
"Friday July 17, 2026",West Las Vegas Podcasting 101,WEST LAS VEGAS LIBRARY,1:00pm - 2:00pm,Learn the basics of operating podcasting equipment and gain access to our podcasting spaces. Join the Multimedia staff in the Podcast Room at the West Las Vegas Library.,"Arts, Crafts & Hobbies • Computers & Technology • Entertainment & Theater","Teens, Adults"
"Friday July 17, 2026",COPD Support Group,CENTENNIAL HILLS LIBRARY,2:00pm - 4:00pm,Support group for individuals living with COPD,Health & Wellness,"Seniors, Adults"
"Friday July 17, 2026",Dungeons & Dragons,SUNRISE LIBRARY,2:00pm - 5:30pm,This is a weekly Dungeons & Dragons adventuring group for adults. Drop in and join a campaign! All experience levels and beginners welcome.,Games,Adults
"Friday July 17, 2026",Meet Up and Eat Up,WEST LAS VEGAS LIBRARY,2:00pm - 4:00pm,Join West Las Vegas Library in the children's area for free meals for children ages 2-18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies"
"Friday July 17, 2026",Book Sale,BLUE DIAMOND LIBRARY,2:00pm - 4:00pm,Shop our annual Library District Foundation Summer Challenge Book Sale to enjoy unbeatable deals! All items in the bookstore are $.25.,Community Events,"Tweens, Toddlers, Teens, Seniors, Preschoolers, Kids, Babies, Adults"
"Friday July 17, 2026",Drop in STEAM,BLUE DIAMOND LIBRARY,2:00pm - 3:00pm,Do you love slime? Come by the library learn about this simple recipe to make the perfect slime.,STEAM,"Tweens, Teens, Seniors, Kids, Adults"
"Friday July 17, 2026",Teen Space,MOAPA VALLEY LIBRARY,2:00pm - 5:00pm,"Play games, watch movies, or be creative while hanging out with friends.","Arts, Crafts & Hobbies • Games • STEAM","Tweens, Teens"
"Friday July 17, 2026",Take and Make,BLUE DIAMOND LIBRARY,2:00pm - 4:00pm,"Need something to do this summer? Come pick up this kit which includes hiking and walking best practices, spending time outside, places to visit, types of flora and fauna outside, and more!",Education & Literacy • Environment & Nature • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Adults"
"Friday July 17, 2026",Meet Up to Eat Up,WHITNEY LIBRARY,2:30pm - 4:30pm,Join Whitney Library in the children's area for free meals for children ages 2-18. Food is provided by Three Square Food Bank.,Community Events,"Tweens, Toddlers, Teens, Preschoolers, Kids REGISTERED EVENT"
"Friday July 17, 2026",3D Printing Training Course,CENTENNIAL HILLS LIBRARY,3:00pm - 5:00pm,"Learn the basics of using a 3D printer. By taking this course & passing, you will be certified to use any 3D Printing Station at The Library District.",Computers & Technology,"Tweens, Teens, Adults Page 107 of 193 --footer-line Friday Game Day at Clark County"
"Friday July 17, 2026",Library,CLARK COUNTY LIBRARY,3:00pm - 5:00pm,Join us Fridays at 3 pm in the Library Lobby for board game fun.,"Arts, Crafts & Hobbies • Games","Tweens, Teens, Seniors, Kids, Adults"
"Friday July 17, 2026",Teen Hangout,RAINBOW LIBRARY,3:00pm - 5:00pm,"Teens take over the Homework Help Center! Come play video games, board games, make buttons, create art, use our laptops, or just hang out with friends.","Arts, Crafts & Hobbies • Games • STEAM",Teens CANCELLED EVENT
"Friday July 17, 2026",Pet Therapy for Teens,RAINBOW LIBRARY,3:00pm - 4:00pm,Improve your health and well-being through the powerful connection between animals and humans. Learn first-hand how spending time with an animal can lower stress and anxiety levels. For grades 6-12.,Health & Wellness,Teens
"Friday July 17, 2026",Meet Up and Eat Up,ENTERPRISE LIBRARY,3:00pm - 5:00pm,Join Enterprise Library in the children's area for free meals for children ages 3-18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies"
"Friday July 17, 2026",Friday Flix,SAHARA WEST LIBRARY,3:00pm - 5:30pm,Escape reality for a little bit and watch a DVD on the big screen!,Entertainment & Theater,"Seniors, Adults"
"Friday July 17, 2026",Teen Zone,SPRING VALLEY LIBRARY,3:00pm - 5:00pm,"Shine bright like a diamond! Teens in grades 6- 12 are invited to visit our Teen Zone to create fun, decorative diamond art coasters.","Arts, Crafts & Hobbies • STEAM",Teens
"Friday July 17, 2026",Bereavement Support Group,MESQUITE LIBRARY,3:30pm - 4:30pm,In partnership with Mesa View Hospice and Virgin Valley Hospice for those grieving the loss of a loved one.,Health & Wellness • Lectures & Conversations,"Seniors, Adults"
"Friday July 17, 2026",Rookie Chess Club,WINDMILL LIBRARY,3:30pm - 5:00pm,"Want to learn how to play chess? Or, looking to improve your game? Join fellow chess players for open play at the library.",Games,"Teens, Kids, Adults"
"Friday July 17, 2026",Teen Friday Film Club,WEST LAS VEGAS LIBRARY,3:30pm - 5:30pm,"Students in grades 6-12 are invited to watch, discuss, and geek out over films.",Entertainment & Theater,Teens REGISTERED EVENT
"Friday July 17, 2026","""Foto"" Fridays",ENTERPRISE LIBRARY,4:00pm - 5:00pm,Join us in our Flex Lab to learn about photography concepts in a hands-on environment.,"Arts, Crafts & Hobbies • Computers & Technology","Seniors, Adults Page 108 of 193 --footer-line"
"Friday July 17, 2026",Lego Club,ENTERPRISE LIBRARY,4:00pm - 5:00pm,"Join us every third Friday of the month, and take your best shot at our Lego Challenge! Then put it to the test against your friends. For youth in grades K-8.",STEAM,"Tweens, Kids"
"Friday July 17, 2026",Tween Monster Club,CLARK COUNTY LIBRARY,4:00pm - 5:00pm,"Come by and watch a scary movie, do a spooky craft, and have a horrifically good time! For children ages 9-12.","Arts, Crafts & Hobbies",Tweens
"Friday July 17, 2026",Family Summer Movie,BLUE DIAMOND LIBRARY,4:10pm - 6:00pm,"Family, join us for this screening of revered author Ursula Le Guin's ""Tales of Earthsea"" (G, 2006).",Entertainment & Theater,"Tweens, Toddlers, Teens, Seniors, Preschoolers, Kids, Adults"
"Friday July 17, 2026",Paige in Full,EAST LAS VEGAS LIBRARY,4:30pm - 5:30pm,"Move your body rhythms reverberate in this beat-filled visual mixtape that blends poetry, dance, media, and music.",Entertainment & Theater,"Teens, Adults"
"Friday July 17, 2026",LEGO Club,EAST LAS VEGAS LIBRARY,4:30pm - 5:30pm,Join the East Las Vegas Library LEGO Club and be inspired to build your own LEGO creation! Ages 6-17,Games,"Tweens, Teens, Kids REGISTERED EVENT"
"Friday July 17, 2026",Teen End of Summer Lock-in!,MESQUITE LIBRARY,5:45pm - 8:00pm,"Enjoy the end of summer with a fun lock-in! There will be pizza, tie-dyeing, raffle prizes, and a water fight or two. *Registration Required*",Games • STEAM,Teens REGISTERED EVENT Tales & Mocktails at Centennial Hills
"Friday July 17, 2026",Library,CENTENNIAL HILLS LIBRARY,6:30pm - 8:30pm,Join us for an engaging evening of book discussion and mocktails!,"Books, Poetry & Writing • Community Events • Lectures & Conversations","Seniors, Adults"
"Friday July 17, 2026",Mariachi Garibaldi de Jaime Cuéllar,WEST LAS VEGAS LIBRARY,7:00pm - 8:30pm,An Unforgettable Evening of Legendary Mariachi!,Entertainment & Theater,"Tweens, Teens, Seniors, Adults"
"Saturday July 18, 2026",Scavenger Hunt,RAINBOW LIBRARY,10:00am - 5:45pm,How good are you at finding things? Come to the kids' area in Rainbow Library at any time of the day to have fun testing your observation skills with our popular scavenger hunt!,Games,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies"
"Saturday July 18, 2026",NACA Homebuyer Workshop,WEST LAS VEGAS LIBRARY,10:00am - 2:00pm,This FREE workshop will help you take the first steps towards homeownership.,"Business, Career, & Finance","Seniors, Adults Page 109 of 193 --footer-line"
"Saturday July 18, 2026",Scavenger Hunt,ENTERPRISE LIBRARY,10:00am - 6:00pm,Join us at Enterprise Library for our Looking for a Legend Scavenger Hunt! An exciting adventure designed to spark kids' love for books! For youth ages 3 to 17 years old.,Community Events,"Tweens, Toddlers, Teens, Preschoolers, Kids"
"Saturday July 18, 2026",Book Sale,BLUE DIAMOND LIBRARY,10:00am - 1:30pm,Shop our annual Library District Foundation Summer Challenge Book Sale to enjoy unbeatable deals! All items in the bookstore are $.25.,Community Events,"Tweens, Toddlers, Teens, Seniors, Preschoolers, Kids, Babies, Adults"
"Saturday July 18, 2026",Drop in STEAM,BLUE DIAMOND LIBRARY,10:00am - 1:30pm,Do you love slime? Come by the library learn about this simple recipe to make the perfect slime.,STEAM,"Tweens, Teens, Seniors, Kids, Adults"
"Saturday July 18, 2026",Take and Make,BLUE DIAMOND LIBRARY,10:00am - 1:30pm,"Need something to do this summer? Come pick up this kit which includes hiking and walking best practices, spending time outside, places to visit, types of flora and fauna outside, and more!",Education & Literacy • Environment & Nature • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Adults"
"Saturday July 18, 2026",Cover 2 Cover Book Club,RAINBOW LIBRARY,10:30am - 11:30am,"Pick up a copy of our Book of the Month, then join fellow literary lovers for a fun discussion on the third Saturday of the month!","Books, Poetry & Writing",Adults American Foundation for Suicide
"Saturday July 18, 2026",Prevention,SAHARA WEST LIBRARY,10:30am - 11:30am,"Knowledge is power, especially when it's the power to save someone's life. Please join us as we discuss the latest research on suicide prevention, the scope of the problem, and what we can do to help.",Health & Wellness,Adults
"Saturday July 18, 2026",Zen Storytime,WINDMILL LIBRARY,10:30am - 11:00am,Come relax with us in this special edition storytime. We will learn how to use a variety of mindfulness exercises and fun read alouds to help us find calm in the present moment.,Storytime,"Toddlers, Preschoolers, Kids"
"Saturday July 18, 2026",Book Chat Cafe,SUMMERLIN LIBRARY,10:30am - 11:30am,Coffee and tea and talking about books is a great way to spend Saturday morning! Click the title to see what's next!,"Books, Poetry & Writing","Seniors, Adults REGISTERED EVENT"
"Saturday July 18, 2026",Introduction to Podcasting,ENTERPRISE LIBRARY,10:30am - 11:30am,Learn the basics of operating podcasting equipment and gain access to our podcasting spaces.,Computers & Technology • Entertainment & Theater,"Seniors, Adults"
"Saturday July 18, 2026",Ice Cream Fun Day!,SUNRISE LIBRARY,10:30am - 11:30am,Come celebrate national ice cream month with us. Learn how ice cream is made and then make some of your own! We will also have ice cream themed crafts.,STEAM • Storytime,"Tweens, Toddlers, Preschoolers, Kids Page 110 of 193 --footer-line REGISTERED EVENT"
"Saturday July 18, 2026",Atem Blackmagic Switcher 101,EAST LAS VEGAS LIBRARY,10:30am - 12:30pm,Ready to produce live video like a pro? Join us and discover the power of dedicated hardware switching with the industry-standard Blackmagic ATEM mini alongside Blackmagic cameras. 15+,"Arts, Crafts & Hobbies • Business, Career, & Finance • Computers & Technology ...","Teens, Adults"
"Saturday July 18, 2026",Virgin Valley History Series,MESQUITE LIBRARY,11:00am - 12:00pm,"Join us the third Saturday of the month as we explore different historical aspects of the local area, such as early settlers, homes, gardens, food storage, and techniques to survive the heat.",Community Events • Education & Literacy • Lectures & Conversations,"Seniors, Adults CANCELLED EVENT New Way Empowerment Center"
